Category,Date,Total Export Value,China Export Value,Total Import Value,China Import Value
"591 Insecticides, herbicides, disinfectants",2020-05,14584.000999999998,1190,233932.20500000005,174013.91
"591 Insecticides, herbicides, disinfectants",2020-06,29073.201999999994,3482.74,224844.55900000007,136439.57
"591 Insecticides, herbicides, disinfectants",2020-07,21107.197,2046.405,157795.76899999997,53483.494
"591 Insecticides, herbicides, disinfectants",2020-08,26845.693,1346.32,111995.94099999998,33486.49
"591 Insecticides, herbicides, disinfectants",2020-09,20231.966000000008,862.538,104809.43399999996,34550
"591 Insecticides, herbicides, disinfectants",2020-10,22571.326999999997,2998.57,105773.08200000001,42996.43
"591 Insecticides, herbicides, disinfectants",2020-11,22809.918999999998,4783.58,121070.80800000003,50163.54
"591 Insecticides, herbicides, disinfectants",2020-12,18256.829,2985.42,119648.09099999999,72985.09
"591 Insecticides, herbicides, disinfectants",2021-01,12171.092999999999,,138240.942,70386.53
"591 Insecticides, herbicides, disinfectants",2021-02,20313.585,3988.24,134123.987,85652.42
"592 Starches, inulin & wheat gluten",2018-07,46078.739,976.944,31946.78,6066.022
"592 Starches, inulin & wheat gluten",2018-08,51762.835000000014,2073.136,37142.293999999994,5775.64
"592 Starches, inulin & wheat gluten",2018-09,52119.053,2553.753,31537.800000000003,3910.701
"592 Starches, inulin & wheat gluten",2018-10,51966.88300000001,2651.547,36773.889,7780.832
"592 Starches, inulin & wheat gluten",2018-11,52458.647,2069.682,37412.429000000004,6614.942
"592 Starches, inulin & wheat gluten",2018-12,63959.74899999998,3876.681,32010.825,6804.568
"592 Starches, inulin & wheat gluten",2019-01,53459.492,3012.181,39185.332,7374.463
"592 Starches, inulin & wheat gluten",2019-02,46889.68299999999,4631.871,30738.668,4352.336
"592 Starches, inulin & wheat gluten",2019-03,59996.760999999984,5995.35,36605.682,4926.309
"592 Starches, inulin & wheat gluten",2019-04,57164.950000000004,8178.97,29254.563000000002,3868.319
"592 Starches, inulin & wheat gluten",2019-05,62351.159999999996,7268.98,36536.44499999999,5448.208
"592 Starches, inulin & wheat gluten",2019-06,59666.33600000002,6001.93,29927.082000000006,3812.38
"592 Starches, inulin & wheat gluten",2019-07,56306.09799999998,8132.91,35854.45100000001,6420.924
"592 Starches, inulin & wheat gluten",2020-01,48750.331000000006,3958.457,37207.119999999995,6254.883
"592 Starches, inulin & wheat gluten",2020-02,50576.82900000001,2942.646,29512.494000000002,3883.595
"592 Starches, inulin & wheat gluten",2020-03,70265.06499999999,8305.82,34078.700999999994,5699.12
"592 Starches, inulin & wheat gluten",2020-04,64506.134000000005,9113.802,39260.85,6524.452
"592 Starches, inulin & wheat gluten",2020-05,56425.086999999985,10910.76,37626.329,7173.6
"592 Starches, inulin & wheat gluten",2020-06,54965.68800000002,4172.33,44217.183,6282.06
"592 Starches, inulin & wheat gluten",2020-07,46671.501,4593.936,42593.16099999999,8494.744
"592 Starches, inulin & wheat gluten",2020-08,51819.91200000002,4650.41,37547.50099999999,6884.34
"592 Starches, inulin & wheat gluten",2020-09,51711.026999999995,3556.86,33273.239,5401.75
"592 Starches, inulin & wheat gluten",2020-10,62581.487,2293.6,39359.18,7536.76
"592 Starches, inulin & wheat gluten",2020-11,50631.73100000001,3715.94,38480.745,10015.93
"592 Starches, inulin & wheat gluten",2020-12,66262.51400000001,5860.76,36776.911,9519.87
"592 Starches, inulin & wheat gluten",2021-01,59742.91300000001,1819.11,35371.941,7159.38
"592 Starches, inulin & wheat gluten",2021-02,62502.475000000006,1692.83,32755.981000000007,6475.36
593 Explosives & pyrotechnics,2018-07,3222.507,,14743.141000000001,6071.723
593 Explosives & pyrotechnics,2018-08,2306.8770000000004,115.039,19494.503000000004,688.003
593 Explosives & pyrotechnics,2018-09,2939.588,,18161.056999999997,2823.956
593 Explosives & pyrotechnics,2018-10,1969.7559999999999,53.916,5211.86,111.655
593 Explosives & pyrotechnics,2018-11,2929.2440000000006,53.916,19806.738999999998,5821.324
593 Explosives & pyrotechnics,2018-12,2378.772,53.916,12722.392999999998,1825.202
593 Explosives & pyrotechnics,2019-01,2659.7980000000002,53.916,16171.645000000004,4423.796
593 Explosives & pyrotechnics,2019-02,3192.7969999999996,,6441.008,112.279
593 Explosives & pyrotechnics,2019-03,2877.213,223.076,52864.999,5611.627
593 Explosives & pyrotechnics,2019-04,2653.235,115.558,11731.697,30.132
593 Explosives & pyrotechnics,2019-05,2014.489,115.558,8592.806999999999,1043.393
593 Explosives & pyrotechnics,2019-06,1365.146,54.027,23172.055999999997,5966.206
593 Explosives & pyrotechnics,2019-07,2573.362,100.495,15775.125999999998,191.662
593 Explosives & pyrotechnics,2020-01,6586.675,83.685,26236.229,4475.69
593 Explosives & pyrotechnics,2020-02,2481.0069999999996,,8285.278999999999,
593 Explosives & pyrotechnics,2020-03,2977.4950000000003,,14822.195,3249.49
593 Explosives & pyrotechnics,2020-04,1082.171,270.744,14838.497,1317.93
593 Explosives & pyrotechnics,2020-05,2358.9750000000004,95.344,17960.215,2890.35
593 Explosives & pyrotechnics,2020-06,3091.980000000001,94.693,19170.503,5840.82
593 Explosives & pyrotechnics,2020-07,7710.795999999999,122.786,14486.373,2109.718
593 Explosives & pyrotechnics,2020-08,859.4879999999999,140.721,23728.900999999994,4254.55
593 Explosives & pyrotechnics,2020-09,2296.268,83.416,13284.623,2780.26
593 Explosives & pyrotechnics,2020-10,2425.2360000000003,,12613.765000000001,3017.65
593 Explosives & pyrotechnics,2020-11,2472.325,244.468,14639.862999999998,480.067
593 Explosives & pyrotechnics,2020-12,2093.113,313.559,15244.666,5841.04
593 Explosives & pyrotechnics,2021-01,463.696,,4647.104,242.88
593 Explosives & pyrotechnics,2021-02,3335.2100000000005,230.347,20090.808,4294.52
597 Prepared additives for mineral oils,2018-07,8448.125000000002,603.74,32107.15100000001,1771.938
597 Prepared additives for mineral oils,2018-08,9126.813999999998,526.747,30753.993000000006,1304.725
597 Prepared additives for mineral oils,2018-09,8844.978999999998,501.73,28645.102999999996,1518.176
597 Prepared additives for mineral oils,2018-10,8854.388,586.552,32238.5,1673.923
597 Prepared additives for mineral oils,2018-11,7960.634000000001,318.023,34178.850999999995,1215.81
597 Prepared additives for mineral oils,2018-12,9920.348000000002,825.416,28058.292000000005,948.908
597 Prepared additives for mineral oils,2019-01,7632.289999999999,300.391,32389.282999999996,2237.646
597 Prepared additives for mineral oils,2019-02,10119.278999999999,435.871,29155.444,905.435
597 Prepared additives for mineral oils,2019-03,10492.269000000002,674.816,31880.682999999997,1451.001
597 Prepared additives for mineral oils,2019-04,9972.179000000004,732.223,32864.097,1589.792
597 Prepared additives for mineral oils,2019-05,9574.508999999996,365.459,36804.498,2102.192
597 Prepared additives for mineral oils,2019-06,10113.981999999998,327.419,26700.654999999995,1728.454
597 Prepared additives for mineral oils,2019-07,8902.236999999997,607.862,38658.96199999999,2075.372
597 Prepared additives for mineral oils,2020-01,10027.33,508.298,37157.045,1802.899
597 Prepared additives for mineral oils,2020-02,10189.618999999999,585.369,28913.712000000003,1340.454
597 Prepared additives for mineral oils,2020-03,11120.627000000004,681.655,37803.79499999999,1192.23
597 Prepared additives for mineral oils,2020-04,7301.704999999999,979.289,42193.46399999999,2003.722
597 Prepared additives for mineral oils,2020-05,7447.995000000001,1391.16,33138.32400000001,2849.54
597 Prepared additives for mineral oils,2020-06,6947.609000000001,589.619,32201.385000000006,2684.66
597 Prepared additives for mineral oils,2020-07,5926.573000000001,542.463,29227.460000000006,1762.588
597 Prepared additives for mineral oils,2020-08,9187.456999999999,1153.59,29677.130999999998,1727.68
597 Prepared additives for mineral oils,2020-09,5608.243,853.357,30412.79,1330.27
597 Prepared additives for mineral oils,2020-10,9767.848,999.711,34926.044,1518.04
597 Prepared additives for mineral oils,2020-11,8173.239999999999,347.455,30746.626,1322.78
597 Prepared additives for mineral oils,2020-12,9276.994,1756.19,33775.356,2088.32
597 Prepared additives for mineral oils,2021-01,7024.984000000001,535.408,33619.52099999999,2052.95
597 Prepared additives for mineral oils,2021-02,10041.581,1225.4,28962.535,1379.12
"598 Miscellaneous chemical products, nes",2018-07,20408.589999999997,407.422,101832.07,11197.46
"598 Miscellaneous chemical products, nes",2018-08,20122.603000000006,473.271,116444.06099999999,15302.121
"598 Miscellaneous chemical products, nes",2018-09,20083.436,1702.208,98802.61700000001,10692.057
"598 Miscellaneous chemical products, nes",2018-10,18549.217,371.219,113287.505,16889.888
"598 Miscellaneous chemical products, nes",2018-11,19771.018,443.694,106486.64799999999,12885.369
"598 Miscellaneous chemical products, nes",2018-12,20700.103,476.815,102142.77700000002,11139.948
"598 Miscellaneous chemical products, nes",2019-01,15315.094000000001,286.041,104791.68699999999,16623.492
"598 Miscellaneous chemical products, nes",2019-02,18179.399999999998,161.394,98780.19399999997,12773.186
"598 Miscellaneous chemical products, nes",2019-03,20483.422000000006,236.462,113316.68499999997,10775.448
"598 Miscellaneous chemical products, nes",2019-04,20821.916,154.108,103179.41700000002,11359.537
"598 Miscellaneous chemical products, nes",2019-05,20117.554,374.321,107887.95900000002,13062.333
"598 Miscellaneous chemical products, nes",2019-06,21696.054999999997,149.832,102751.67500000002,10558.428
"598 Miscellaneous chemical products, nes",2019-07,22488.61800000001,527.44,117162.85300000002,14716.22
"598 Miscellaneous chemical products, nes",2020-01,15144.089000000005,1404.696,115422.12400000001,12321.551
"598 Miscellaneous chemical products, nes",2020-02,20905.121000000006,1153.219,113777.65999999997,7270.394
"598 Miscellaneous chemical products, nes",2020-03,25711.95199999999,1136.81,126200.037,12402.02
"598 Miscellaneous chemical products, nes",2020-04,21046.644000000004,1411.06,191215.51299999998,70250.457
"598 Miscellaneous chemical products, nes",2020-05,21337.193999999992,2268.62,144406.32800000004,31603.59
"598 Miscellaneous chemical products, nes",2020-06,22919.706000000002,1698.19,133610.256,30325.43
"598 Miscellaneous chemical products, nes",2020-07,19288.201999999987,497.305,116333.38400000002,16560.527
"598 Miscellaneous chemical products, nes",2020-08,25837.517,811.783,113678.87200000003,14981.65
"598 Miscellaneous chemical products, nes",2020-09,21725.798,460.064,117018.80799999999,10561.94
"598 Miscellaneous chemical products, nes",2020-10,27755.457000000006,757.541,104982.33299999998,11682.58
"598 Miscellaneous chemical products, nes",2020-11,24515.164999999997,512.703,117915.38399999998,13481.09
"598 Miscellaneous chemical products, nes",2020-12,25904.971000000005,1221.79,121888.10799999993,13554.48
"598 Miscellaneous chemical products, nes",2021-01,27420.606,612.188,111713.01699999998,11240.36
"598 Miscellaneous chemical products, nes",2021-02,26507.35499999998,807.073,121217.68099999998,13407.54
599 Residual chemical wastes,2018-07,17.882,,1.838,
599 Residual chemical wastes,2018-08,729.9390000000001,,34.435,
599 Residual chemical wastes,2018-09,95.742,,2.777,
599 Residual chemical wastes,2018-10,139.755,,42.154,
599 Residual chemical wastes,2018-11,13.354,,58.135999999999996,15.018
599 Residual chemical wastes,2018-12,65.717,,8.612,
599 Residual chemical wastes,2019-01,76.299,,61.721,
599 Residual chemical wastes,2019-02,138.351,6.277,13.494,
599 Residual chemical wastes,2019-03,151.159,,23.58,2.263
599 Residual chemical wastes,2019-04,87.113,5.625,20.076,
599 Residual chemical wastes,2019-05,210.262,11.496,39.407,
599 Residual chemical wastes,2019-06,50.755,,18.468999999999998,
599 Residual chemical wastes,2019-07,30.788,5.698,16.562,10.3
599 Residual chemical wastes,2020-01,60.269999999999996,,26.217,
599 Residual chemical wastes,2020-02,41.431,,18.039,
599 Residual chemical wastes,2020-03,156.53599999999997,,18.609,
599 Residual chemical wastes,2020-04,67.654,,36.899,1.494
599 Residual chemical wastes,2020-05,57.927,,6.048,1.081
599 Residual chemical wastes,2020-06,193.487,,12.073,
599 Residual chemical wastes,2020-07,104.733,,2.4379999999999997,
599 Residual chemical wastes,2020-08,117.38900000000001,,63.876999999999995,7.04
599 Residual chemical wastes,2020-09,121.023,,62.800999999999995,
599 Residual chemical wastes,2020-10,47.15,,5.999,1.276
599 Residual chemical wastes,2020-11,42.674,,21.908,
599 Residual chemical wastes,2020-12,57.428,,5.68,
599 Residual chemical wastes,2021-01,822.892,,8.584999999999999,2.993
599 Residual chemical wastes,2021-02,3.9,,1.2,
611 Leather,2018-07,16891.624,4951.769,5481.225,29.315
611 Leather,2018-08,12709.194,3729.603,5045.825,55.478
611 Leather,2018-09,11991.061000000002,2974.016,4950.406999999999,23.712
611 Leather,2018-10,11632.875999999997,3236.917,4826.626999999999,43.761
611 Leather,2018-11,12552.341999999997,3082.603,6154.9940000000015,68.168
611 Leather,2018-12,13085.898999999998,3143.476,2347.293,10.104
611 Leather,2019-01,9152.292,1607.145,3923.3179999999998,25.331
611 Leather,2019-02,12274.461000000001,3592.508,5010.718,82.035
611 Leather,2019-03,12194.115,2519.48,4682.312,3.418
611 Leather,2019-04,14351.099,4232,4872.115000000002,10.826
611 Leather,2019-05,11579.984,2241.01,5297.028000000001,8.473
611 Leather,2019-06,10055.674,3009.26,4216.374000000001,11.709
611 Leather,2019-07,8528.619,2397.37,6398.302999999999,13.315
611 Leather,2020-01,7861.824999999999,1540.743,5373.107,7.901
611 Leather,2020-02,12461.266,3315.802,4103.726,58.471
611 Leather,2020-03,16305.537,4854.03,4824.173000000001,7.273
611 Leather,2020-04,6584.286000000001,3171.837,3871.185,22.653
611 Leather,2020-05,3909.0610000000006,1815.58,3419.1609999999996,51.591
611 Leather,2020-06,4820.338,2209.67,1945.698,18.439
611 Leather,2020-07,4644.682,1673.264,3381.804,36.164
611 Leather,2020-08,5696.223,2061.08,3490.778,18.554
611 Leather,2020-09,6216.151,1879.79,3223.3040000000005,13.409
611 Leather,2020-10,11472.636999999999,4510.39,2873.6290000000004,13.196
611 Leather,2020-11,7907.024000000001,3096.18,3208.1879999999996,13.167
611 Leather,2020-12,10541.462,3109.76,2971.659000000001,37.909
611 Leather,2021-01,8769.893,1962,3169.384,7.64
611 Leather,2021-02,12638.749999999998,2944.01,3822.8199999999997,27.48
612 Leather manufactures,2018-07,865.0450000000001,13.646,6248.895000000001,2403.662
612 Leather manufactures,2018-08,644.7860000000001,21.443,6942.482999999999,3150.748
612 Leather manufactures,2018-09,905.212,,5764.607000000001,3045.245
612 Leather manufactures,2018-10,581.722,40.678,6643.6990000000005,2659.8
612 Leather manufactures,2018-11,941.7090000000002,0.088,6905.653999999999,2522.063
612 Leather manufactures,2018-12,1022.6869999999999,5.109,6607.619999999999,2800.105
612 Leather manufactures,2019-01,443.086,,7165.674999999999,3931.05
612 Leather manufactures,2019-02,706.182,,8731.276,5835.833
612 Leather manufactures,2019-03,585.11,18.94,5422.830000000002,2131.997
612 Leather manufactures,2019-04,716.902,,7074.7699999999995,3883.893
612 Leather manufactures,2019-05,792.1120000000001,16.788,7248.157,3593.45
612 Leather manufactures,2019-06,491.48300000000006,,5044.937,1894.994
612 Leather manufactures,2019-07,915.573,7.155,5810.528000000002,2330.941
612 Leather manufactures,2020-01,370.31399999999996,,6715.996000000001,3695.929
612 Leather manufactures,2020-02,1550.6239999999998,,6681.433,3811.54
612 Leather manufactures,2020-03,1359.3830000000003,,4783.1,1722.59
612 Leather manufactures,2020-04,904.6199999999999,,6163.289,4225.616
612 Leather manufactures,2020-05,1777.7759999999998,,4685.838000000001,3079
612 Leather manufactures,2020-06,755.984,4.328,5031.748,2931.95
612 Leather manufactures,2020-07,957.3109999999999,6.036,7092.145,3622.26
612 Leather manufactures,2020-08,1465.0430000000001,2.478,7251.732000000001,3064.14
612 Leather manufactures,2020-09,943.2570000000001,,7401.7,3541.13
612 Leather manufactures,2020-10,890.9509999999999,,7890.4710000000005,3732.92
612 Leather manufactures,2020-11,1115.077,,9436.612,4225.36
612 Leather manufactures,2020-12,1183.1359999999997,2.78,8129.983999999999,3378.99
612 Leather manufactures,2021-01,787.2020000000005,39.21,9076.963,5689.66
612 Leather manufactures,2021-02,1404.2610000000002,6.805,10525.121,6398.83
"613 Furskins, tanned or dressed",2018-07,10.121,,946.812,713.067
"613 Furskins, tanned or dressed",2018-08,18.733,,832.5799999999998,477.645
"613 Furskins, tanned or dressed",2018-09,17.643,,1112.6399999999999,487.165
"613 Furskins, tanned or dressed",2018-10,4.624,,1409.418,533.875
"613 Furskins, tanned or dressed",2018-11,,,434.1650000000001,208.976
"613 Furskins, tanned or dressed",2018-12,3.465,,646.713,263.854
"613 Furskins, tanned or dressed",2019-01,15.661,,759.289,560.061
"613 Furskins, tanned or dressed",2019-02,40.562,,753.402,537.476
"613 Furskins, tanned or dressed",2019-03,29.127,,618.114,401.173
"613 Furskins, tanned or dressed",2019-04,,,399.9699999999999,293.55
"613 Furskins, tanned or dressed",2019-05,23.768,,953.951,514.717
"613 Furskins, tanned or dressed",2019-06,13.771,,980.536,869.196
"613 Furskins, tanned or dressed",2019-07,52.379,,415.86699999999996,310.851
"613 Furskins, tanned or dressed",2020-01,,,588.283,351.962
"613 Furskins, tanned or dressed",2020-02,,,123.87600000000002,38.822
"613 Furskins, tanned or dressed",2020-03,0.104,,639.769,416.012
"613 Furskins, tanned or dressed",2020-04,,,900.3589999999999,772.53
"613 Furskins, tanned or dressed",2020-05,3.6189999999999998,,519.1519999999999,347.918
"613 Furskins, tanned or dressed",2020-06,,,1003.804,757.49
"613 Furskins, tanned or dressed",2020-07,,,1755.3490000000002,1519.742
"613 Furskins, tanned or dressed",2020-08,,,1047.114,654.164
"613 Furskins, tanned or dressed",2020-09,,,979.051,550.054
"613 Furskins, tanned or dressed",2020-10,,,1107.347,551.29
"613 Furskins, tanned or dressed",2020-11,,,342.15500000000003,91.262
"613 Furskins, tanned or dressed",2020-12,,,1319.404,837.673
"613 Furskins, tanned or dressed",2021-01,,,436.599,246.32
"613 Furskins, tanned or dressed",2021-02,,,616.7439999999999,271.155
621 Materials of rubber,2018-07,5545.757999999999,461.158,27554.446,3483.942
621 Materials of rubber,2018-08,5360.237999999999,97.733,30787.386000000002,3188.522
621 Materials of rubber,2018-09,7223.23,696.74,30860.175999999996,3342.618
621 Materials of rubber,2018-10,7635.384000000001,1019.666,32224.254,4221.5
621 Materials of rubber,2018-11,5712.917999999998,276.283,32069.938,5186.365
621 Materials of rubber,2018-12,6755.927,348.769,30024.587,3787.726
621 Materials of rubber,2019-01,3821.141,388.722,34948.74600000001,4863.398
621 Materials of rubber,2019-02,4693.182000000001,374.321,26668.014000000003,2881.321
621 Materials of rubber,2019-03,7544.371000000001,342.851,29877.107000000004,2459.675
621 Materials of rubber,2019-04,4807.6089999999995,84.774,30157.455,4328.921
621 Materials of rubber,2019-05,6961.217000000001,117.102,29556.136999999995,4213.246
621 Materials of rubber,2019-06,6833.433999999999,524.806,27635.722000000005,3857.146
621 Materials of rubber,2019-07,6240.451999999999,48.257,32628.840000000004,4752.599
621 Materials of rubber,2020-01,3472.787,0.266,28954.258,4336.777
621 Materials of rubber,2020-02,4851.164999999999,62.507,25654.19799999999,2210.743
621 Materials of rubber,2020-03,5580.632999999998,100.593,25487.49499999999,2008.23
621 Materials of rubber,2020-04,4531.707000000001,237.475,28240.454000000005,4561.83
621 Materials of rubber,2020-05,3588.060000000001,18.442,25950.989999999998,5000.69
621 Materials of rubber,2020-06,3325.8430000000008,352.609,32142.882999999987,4780.03
621 Materials of rubber,2020-07,4200.721000000002,405.311,34082.32899999999,4808.459
621 Materials of rubber,2020-08,4395.740999999999,418.934,30360.839000000007,3922.33
621 Materials of rubber,2020-09,3276.9660000000003,352.621,30007.90200000001,3904.84
621 Materials of rubber,2020-10,3766.0690000000004,25.076,27523.40099999999,4125.07
621 Materials of rubber,2020-11,5289.753000000001,174.798,28872.222999999998,4790.47
621 Materials of rubber,2020-12,4866.944999999999,113.798,29116.84,5538.89
621 Materials of rubber,2021-01,2993.2619999999993,55.805,28648.623999999993,3678.21
621 Materials of rubber,2021-02,4374.238999999999,134.756,28683.024,4255.55
"625 Rubber tyres, treads & tubes",2018-07,7865.826,205.7,254266.87,73727.295
"625 Rubber tyres, treads & tubes",2018-08,8613.835,148.007,276616.4970000001,68236.177
"625 Rubber tyres, treads & tubes",2018-09,8148.5430000000015,64.698,236558.86599999995,60989.147
"625 Rubber tyres, treads & tubes",2018-10,8562.541000000001,155.916,267124.90700000006,66437.77
"625 Rubber tyres, treads & tubes",2018-11,13965.341,44.96,254664.30199999994,64154.477
"625 Rubber tyres, treads & tubes",2018-12,11108.525000000001,10.587,219577.65800000002,47600.993
"625 Rubber tyres, treads & tubes",2019-01,7488.1370000000015,2.16,274050.8599999999,68993.598
"625 Rubber tyres, treads & tubes",2019-02,10243.339000000002,887.418,218776.597,51150.419
"625 Rubber tyres, treads & tubes",2019-03,8718.625999999998,49.935,267678.35699999996,57943.514
"625 Rubber tyres, treads & tubes",2019-04,8843.353000000001,150.881,273971.6170000001,72025.103
"625 Rubber tyres, treads & tubes",2019-05,9439.264000000001,113.204,280132.60000000003,76624.53
"625 Rubber tyres, treads & tubes",2019-06,9754.079999999998,168.182,229493.34200000006,65859.759
"625 Rubber tyres, treads & tubes",2019-07,8377.84,68.805,278927.816,63639.511
"625 Rubber tyres, treads & tubes",2020-01,7220.465000000001,158.63,277351.716,61608.665
"625 Rubber tyres, treads & tubes",2020-02,8122.491999999998,161.413,193243.12099999998,43202.812
"625 Rubber tyres, treads & tubes",2020-03,6441.404999999999,26.506,272368.417,61091.48
"625 Rubber tyres, treads & tubes",2020-04,9374.175000000001,1566.43,306106.0779999999,77050.834
"625 Rubber tyres, treads & tubes",2020-05,6014.354999999999,212.979,231681.61600000004,61384.94
"625 Rubber tyres, treads & tubes",2020-06,6581.934000000003,89.847,209268.778,69312.48
"625 Rubber tyres, treads & tubes",2020-07,5588.634000000001,375.35,280971.73899999994,66806.432
"625 Rubber tyres, treads & tubes",2020-08,4901.919000000001,16.062,233856.334,60137.24
"625 Rubber tyres, treads & tubes",2020-09,4852.8600000000015,2.472,247641.984,58673.94
"625 Rubber tyres, treads & tubes",2020-10,3621.3399999999997,157.878,263137.7,61330.58
"625 Rubber tyres, treads & tubes",2020-11,5378.745999999999,165.7,225206.33500000005,64826.42
"625 Rubber tyres, treads & tubes",2020-12,4452.997000000001,42.572,252654.2749999999,62800.58
"625 Rubber tyres, treads & tubes",2021-01,4937.361000000001,718.576,242432.75999999998,68582.68
"625 Rubber tyres, treads & tubes",2021-02,4393.838000000001,78.541,211895.32599999997,59291.11
"629 Rubber articles, nes",2018-07,13888.060999999998,183.137,60046.56799999999,12978.519
"629 Rubber articles, nes",2018-08,9452.366999999998,397.189,59841.780999999995,15017.72
"629 Rubber articles, nes",2018-09,11230.894,360.338,56051.327999999994,12377.998
"629 Rubber articles, nes",2018-10,10462.036000000002,103.78,65401.666,16692.059
"629 Rubber articles, nes",2018-11,8214.349000000002,258.284,59558.013999999996,16655.78
"629 Rubber articles, nes",2018-12,12436.553000000004,460.907,56302.26800000002,13230.26
"629 Rubber articles, nes",2019-01,10011.188,248.04,62874.501000000004,17326.789
"629 Rubber articles, nes",2019-02,11662.586,249.651,53342.08900000001,13174.821
"629 Rubber articles, nes",2019-03,12606.042,467.663,56339.38399999999,11955.087
"629 Rubber articles, nes",2019-04,15729.149000000001,278.734,60080.407999999996,13898.795
"629 Rubber articles, nes",2019-05,12874.356000000005,536.071,62177.277999999984,13837.854
"629 Rubber articles, nes",2019-06,12098.150000000001,279.878,53303.67899999999,14819.949
"629 Rubber articles, nes",2019-07,12222.117,420.826,57596.815999999984,16712.335
"629 Rubber articles, nes",2020-01,8887.756000000001,149.83,56547.05800000002,18470.836
"629 Rubber articles, nes",2020-02,11175.884999999997,362.94,46741.476999999984,10827.039
"629 Rubber articles, nes",2020-03,10724.042000000005,266.27,54624.278000000006,9637.24
"629 Rubber articles, nes",2020-04,7107.7609999999995,284.708,63005.892000000014,21088.716
"629 Rubber articles, nes",2020-05,10865.228,372.362,65172.03700000001,26477.51
"629 Rubber articles, nes",2020-06,9007.05,492.909,72754.831,29680.26
"629 Rubber articles, nes",2020-07,11757.426,207.496,68977.46900000001,22831.558
"629 Rubber articles, nes",2020-08,13358.508000000002,196.03,63526.257000000005,21862.9
"629 Rubber articles, nes",2020-09,9609.487000000001,277.432,58728.53699999999,16680.24
"629 Rubber articles, nes",2020-10,12455.072,213.998,65765.31899999997,23023.87
"629 Rubber articles, nes",2020-11,15557.505,238.356,70372.208,23778.33
"629 Rubber articles, nes",2020-12,14251.459999999997,325.474,64284.786,20717.31
"629 Rubber articles, nes",2021-01,6145.346000000001,255.926,58956.219000000005,17793.15
"629 Rubber articles, nes",2021-02,9220.398,286.585,56425.69999999998,18136.44
633 Cork manufactures,2018-07,103.194,,4020.0370000000003,164.135
633 Cork manufactures,2018-08,21.446,,3278.514,202.813
633 Cork manufactures,2018-09,31.321,,3030.6009999999997,187.621
633 Cork manufactures,2018-10,313.693,4.833,4090.459,202.272
633 Cork manufactures,2018-11,113.588,11.806,1259.134,249.328
633 Cork manufactures,2018-12,47.50899999999999,,3894.648,139.189
633 Cork manufactures,2019-01,55.91,,2984.7219999999998,259.044
633 Cork manufactures,2019-02,91.654,,1946.0609999999997,112.407
633 Cork manufactures,2019-03,65.381,,3378.059,136.245
633 Cork manufactures,2019-04,27.162,,3621.798,115.015
633 Cork manufactures,2019-05,296.81699999999995,,3444.2529999999997,178.822
633 Cork manufactures,2019-06,153.258,5.209,2780.7460000000005,153.128
633 Cork manufactures,2019-07,94.12,,3576.505,233.622
633 Cork manufactures,2020-01,129.041,,2387.666,172.699
633 Cork manufactures,2020-02,64.935,,3298.008,163.755
633 Cork manufactures,2020-03,172.11599999999999,,1777.214,16.075
633 Cork manufactures,2020-04,2.375,,2557.7290000000003,177.445
633 Cork manufactures,2020-05,259.892,,3434.17,144.78
633 Cork manufactures,2020-06,353.02200000000005,,4710.023000000001,221.213
633 Cork manufactures,2020-07,321.58799999999997,,4154.723999999999,262.681
633 Cork manufactures,2020-08,51.434,9.446,2178.83,242.087
633 Cork manufactures,2020-09,127.383,,3906.538,172.747
633 Cork manufactures,2020-10,509.43799999999993,,3650.8100000000004,290.892
633 Cork manufactures,2020-11,206.539,,1836.663,380.321
633 Cork manufactures,2020-12,28.235000000000003,,3253.051,285.578
633 Cork manufactures,2021-01,165.73700000000002,,1875,205.402
633 Cork manufactures,2021-02,210.488,,1598.1380000000004,203.33
"634 Veneers, plywood & particle board",2018-07,5809.8009999999995,473.241,54170.10799999998,22201.967
"634 Veneers, plywood & particle board",2018-08,2874.362000000001,269.494,68409.51899999999,26924.316
"634 Veneers, plywood & particle board",2018-09,7527.851,628.503,60034.20200000001,26172.013
"634 Veneers, plywood & particle board",2018-10,2412.782,674.995,71934.499,31245.171
"634 Veneers, plywood & particle board",2018-11,6855.706,1009.138,69579.27100000001,32224.1
"634 Veneers, plywood & particle board",2018-12,3529.129,1441.991,45716.645000000004,21025.672
"634 Veneers, plywood & particle board",2019-01,7330.737999999999,84.557,65213.868,27758.778
"634 Veneers, plywood & particle board",2019-02,2630.236,754.538,50550.216,21592.223
"634 Veneers, plywood & particle board",2019-03,7987.530999999999,1360.29,43362.318,13888.237
"634 Veneers, plywood & particle board",2019-04,6455.203000000001,1144.71,49045.25700000003,22775.529
"634 Veneers, plywood & particle board",2019-05,4054.870999999999,2058.12,57627.436999999976,25534.726
"634 Veneers, plywood & particle board",2019-06,3305.0349999999994,769.549,48406.73400000001,22040.932
"634 Veneers, plywood & particle board",2019-07,8905.717,1047.43,56194.051000000014,24420.436
"634 Veneers, plywood & particle board",2020-01,6859.656999999999,131.084,64029.602999999996,29636.369
"634 Veneers, plywood & particle board",2020-02,4555.929000000001,1496.957,44946.19699999999,15816.778
"634 Veneers, plywood & particle board",2020-03,8624.13,517.115,43424.06300000001,8996.02
"634 Veneers, plywood & particle board",2020-04,3545.774,1620.358,50647.566,25637.646
