Category,Date,Total Export Value,China Export Value,Total Import Value,China Import Value
001 Live animals (excl seafood),2018-07,126601.34400000001,11889.209,10076.14,
001 Live animals (excl seafood),2018-08,159101.513,27470.077,10415.557999999999,
001 Live animals (excl seafood),2018-09,142605.35500000004,24970.129,16870.449,
001 Live animals (excl seafood),2018-10,180870.9130000001,30871.404,7722.901,
001 Live animals (excl seafood),2018-11,180009.693,12174.56,32032.803,
001 Live animals (excl seafood),2018-12,187623.55899999998,53611.897,6281.706000000001,
001 Live animals (excl seafood),2019-01,155111.75699999998,9332.43,27717.306999999997,
001 Live animals (excl seafood),2019-02,156590.972,20549.369,17882.477,
001 Live animals (excl seafood),2019-03,157553.278,21846.64,9693.155999999999,
001 Live animals (excl seafood),2019-04,145374.10499999998,39284.27,2824.46,
001 Live animals (excl seafood),2019-05,197402.80400000006,32794.81,13311.345,
001 Live animals (excl seafood),2019-06,167498.608,23634.81,10048.866,
001 Live animals (excl seafood),2019-07,171773.98399999997,22589.31,12836.322,
001 Live animals (excl seafood),2020-01,164129.87699999998,,19622.134000000002,
001 Live animals (excl seafood),2020-02,183325.50900000002,30308.026,17644.083,
001 Live animals (excl seafood),2020-03,175879.76399999997,28029.74,8064.7480000000005,
001 Live animals (excl seafood),2020-04,170599.04100000003,16133.019,12.1,
001 Live animals (excl seafood),2020-05,201479.02999999997,54522.99,2416.9820000000004,
001 Live animals (excl seafood),2020-06,189308.84900000002,28103.94,17750.79,
001 Live animals (excl seafood),2020-07,113683.51999999999,8915.01,19292.835000000003,
001 Live animals (excl seafood),2020-08,133620.546,31355.26,20965.453999999998,
001 Live animals (excl seafood),2020-09,143081.83,27259.88,8156.638,
001 Live animals (excl seafood),2020-10,182513.966,57390.65,12331.240999999998,
001 Live animals (excl seafood),2020-11,114886.4,,15644.688,
001 Live animals (excl seafood),2020-12,176174.89399999997,43024,15276.397,
001 Live animals (excl seafood),2021-01,154869.012,22551.45,12817.381999999998,
001 Live animals (excl seafood),2021-02,111830.71099999998,23435.89,16759.262000000002,
"011 Beef, f.c.f.",2018-07,804620.6000000002,122597.181,1460.032,
"011 Beef, f.c.f.",2018-08,832957.5559999999,114895.071,1510.8729999999998,
"011 Beef, f.c.f.",2018-09,735133.8089999999,109955.571,749.3370000000001,
"011 Beef, f.c.f.",2018-10,763477.8109999999,121418.719,2245.924,
"011 Beef, f.c.f.",2018-11,744723.144,116702.14,1409.7910000000002,
"011 Beef, f.c.f.",2018-12,848267.6690000001,152281.424,1305.463,
"011 Beef, f.c.f.",2019-01,488641.04899999994,93425.01,1247.991,
"011 Beef, f.c.f.",2019-02,707593.4370000004,151706.231,2108.553,
"011 Beef, f.c.f.",2019-03,919239.721,184836.31,1413.315,
"011 Beef, f.c.f.",2019-04,829544.8299999998,181756.86,1247.185,
"011 Beef, f.c.f.",2019-05,871742.6989999999,191746.55,1643.199,
"011 Beef, f.c.f.",2019-06,929911.5229999998,210418.32,754.524,
"011 Beef, f.c.f.",2019-07,1003849.842,239913.78,1060.644,
"011 Beef, f.c.f.",2020-01,679197.4230000001,196608.182,1112.979,
"011 Beef, f.c.f.",2020-02,911655.1280000004,188748.907,2382.895,
"011 Beef, f.c.f.",2020-03,948078.018,178701.63,1532.5929999999998,
"011 Beef, f.c.f.",2020-04,841834.9439999999,211267.928,3740.9669999999996,
"011 Beef, f.c.f.",2020-05,957806.3250000002,233009.98,1329.15,
"011 Beef, f.c.f.",2020-06,856285.4500000002,172588.48,1480.181,
"011 Beef, f.c.f.",2020-07,753616.198,115548.081,2842.8520000000003,
"011 Beef, f.c.f.",2020-08,783717.6469999999,138573.85,2352.99,
"011 Beef, f.c.f.",2020-09,604758.6410000001,96130.65,3083.848,
"011 Beef, f.c.f.",2020-10,741382.4479999997,121838.4,4182.7519999999995,
"011 Beef, f.c.f.",2020-11,731886.595,118063.95,6583.058999999999,
"011 Beef, f.c.f.",2020-12,788103.791,153514.22,5475.3730000000005,
"011 Beef, f.c.f.",2021-01,457704.02600000007,94655.46,7051.304,
"011 Beef, f.c.f.",2021-02,604558.7879999998,127827.71,3878.1670000000004,
"012 Meat (excl beef), f.c.f.",2018-07,366969.834,56133.327,36601.331999999995,
"012 Meat (excl beef), f.c.f.",2018-08,416415.82499999995,63783.456,40787.914,
"012 Meat (excl beef), f.c.f.",2018-09,450313.61699999997,81305.727,39080.774000000005,
"012 Meat (excl beef), f.c.f.",2018-10,425423.6020000001,72954.243,44721.269,
"012 Meat (excl beef), f.c.f.",2018-11,443712.143,84260.18,49279.17300000001,
"012 Meat (excl beef), f.c.f.",2018-12,452984.2590000001,91073.084,53600.431000000004,
"012 Meat (excl beef), f.c.f.",2019-01,358990.3119999999,54474.766,74569.027,
"012 Meat (excl beef), f.c.f.",2019-02,439520.40800000005,79545.845,54914.144,
"012 Meat (excl beef), f.c.f.",2019-03,469453.907,88889.51,69643.772,
"012 Meat (excl beef), f.c.f.",2019-04,464154.1439999999,99904.04,64921.40299999999,
"012 Meat (excl beef), f.c.f.",2019-05,431517.85800000007,81541.6,76639.109,
"012 Meat (excl beef), f.c.f.",2019-06,431134.00399999984,88298.81,65619.056,
"012 Meat (excl beef), f.c.f.",2019-07,358609.513,72616.61,67599.41,
"012 Meat (excl beef), f.c.f.",2020-01,443895.47600000014,88534.193,85141.20599999999,
"012 Meat (excl beef), f.c.f.",2020-02,497433.05799999996,65041.139,74063.91100000001,
"012 Meat (excl beef), f.c.f.",2020-03,500349.5739999999,87224.91,84329.17700000001,
"012 Meat (excl beef), f.c.f.",2020-04,430521.7960000001,105342.354,71296.55700000002,
"012 Meat (excl beef), f.c.f.",2020-05,372856.89200000005,91616.83,46998.123,
"012 Meat (excl beef), f.c.f.",2020-06,351801.26100000006,72182.18,44877.380000000005,
"012 Meat (excl beef), f.c.f.",2020-07,304265.102,42899.949,31788.368999999995,
"012 Meat (excl beef), f.c.f.",2020-08,359197.0409999999,59700.43,38570.969000000005,
"012 Meat (excl beef), f.c.f.",2020-09,358372.03399999987,75538.57,51428.725,
"012 Meat (excl beef), f.c.f.",2020-10,455453.02100000007,107175.87,58868.409,
"012 Meat (excl beef), f.c.f.",2020-11,457167.782,117098.03,58556.44700000001,
"012 Meat (excl beef), f.c.f.",2020-12,445331.1589999999,106449.28,54747.95599999999,
"012 Meat (excl beef), f.c.f.",2021-01,273942.29,53089.01,48333.84299999999,
"012 Meat (excl beef), f.c.f.",2021-02,414870.815,102597.73,49004.257,2.52
"016 Meat, salted or dried",2018-07,376.13199999999995,,3382.167,
"016 Meat, salted or dried",2018-08,175.99,,5357.545,
"016 Meat, salted or dried",2018-09,293.16700000000003,,3347.904,
"016 Meat, salted or dried",2018-10,296.7180000000001,,5243.702,
"016 Meat, salted or dried",2018-11,73.526,,5197.201999999999,
"016 Meat, salted or dried",2018-12,81.97699999999999,,4112.816,
"016 Meat, salted or dried",2019-01,76.975,,4026.5939999999996,
"016 Meat, salted or dried",2019-02,50.742,,2938.441,
"016 Meat, salted or dried",2019-03,84.931,,3155.601,
"016 Meat, salted or dried",2019-04,96.869,,2642.448,
"016 Meat, salted or dried",2019-05,138.385,,3356.5329999999994,
"016 Meat, salted or dried",2019-06,124.64099999999999,,2889.004,
"016 Meat, salted or dried",2019-07,169.438,,2559.681,
"016 Meat, salted or dried",2020-01,60.494,,2767.46,
"016 Meat, salted or dried",2020-02,329.788,,2522.195,
"016 Meat, salted or dried",2020-03,70.038,,4494.726,
"016 Meat, salted or dried",2020-04,55.513999999999996,,2940.7110000000002,
"016 Meat, salted or dried",2020-05,199.51499999999996,,3147.295,2.295
"016 Meat, salted or dried",2020-06,60.652,,2408.4179999999997,
"016 Meat, salted or dried",2020-07,391.50800000000004,,2393.073,
"016 Meat, salted or dried",2020-08,163.38899999999998,,2867.902,
"016 Meat, salted or dried",2020-09,76.13399999999999,,2031.6709999999998,
"016 Meat, salted or dried",2020-10,225.25300000000001,,3002.3480000000004,
"016 Meat, salted or dried",2020-11,141.51199999999997,,4526.805,
"016 Meat, salted or dried",2020-12,44.254,,6248.581,
"016 Meat, salted or dried",2021-01,58.040000000000006,,2635.501,
"016 Meat, salted or dried",2021-02,51.161,,3373.236,
"017 Meat, prepared or preserved",2018-07,8724.503999999999,329.426,14235.668,205.645
"017 Meat, prepared or preserved",2018-08,11742.966999999999,68.7,17519.471,430.115
"017 Meat, prepared or preserved",2018-09,10682.734,151.359,11232.164000000002,128.647
"017 Meat, prepared or preserved",2018-10,12311.035999999998,114.717,14101.103000000001,221.917
"017 Meat, prepared or preserved",2018-11,11481.527,155.164,16579.730000000003,362.755
"017 Meat, prepared or preserved",2018-12,10972.884,132.925,16597.927,124.759
"017 Meat, prepared or preserved",2019-01,8981.227,103.503,12680.148,388.345
"017 Meat, prepared or preserved",2019-02,9365.008999999998,110.858,13557.193,366.252
"017 Meat, prepared or preserved",2019-03,10678.066,214.933,12773.018999999998,260.903
"017 Meat, prepared or preserved",2019-04,10300.231,139.516,12558.114000000001,321.593
"017 Meat, prepared or preserved",2019-05,13264.662999999997,190.99,15210.574999999999,516.212
"017 Meat, prepared or preserved",2019-06,9562.737000000001,154.792,13910.562999999998,355.312
"017 Meat, prepared or preserved",2019-07,10862.469,157.953,13967.555999999999,437.218
"017 Meat, prepared or preserved",2020-01,10154.339999999998,227.342,9881.198999999999,558.937
"017 Meat, prepared or preserved",2020-02,10869.28,64.304,9036.819999999998,149.517
"017 Meat, prepared or preserved",2020-03,11901.942000000001,101.49,10859.779,267.735
"017 Meat, prepared or preserved",2020-04,10063.371,199.737,9686.838,761.471
"017 Meat, prepared or preserved",2020-05,9396.276,138.361,9364.04,1398.51
"017 Meat, prepared or preserved",2020-06,10631.415,178.564,10054.777000000002,630.296
"017 Meat, prepared or preserved",2020-07,9593.984,16.923,9709.497000000001,402.164
"017 Meat, prepared or preserved",2020-08,13313.115,50.067,11037.856000000002,408.615
"017 Meat, prepared or preserved",2020-09,9819.029999999999,,10537.666000000001,231.912
"017 Meat, prepared or preserved",2020-10,11504.875,,15082.282999999998,542.767
"017 Meat, prepared or preserved",2020-11,12597.475,330.021,11397.098,279.277
"017 Meat, prepared or preserved",2020-12,13848.519000000002,,11883.403999999999,353.891
"017 Meat, prepared or preserved",2021-01,6872.973000000001,,11382.817999999997,512.567
"017 Meat, prepared or preserved",2021-02,10520.642000000002,,10220.499,435.819
"022 Milk, cream, whey & yoghurt",2018-07,107247.23099999999,38724.838,33757.649999999994,295.55
"022 Milk, cream, whey & yoghurt",2018-08,97099.68399999996,36715.408,40404.51500000001,607.856
"022 Milk, cream, whey & yoghurt",2018-09,103793.02200000003,31430.032,33529.97900000001,1501.035
"022 Milk, cream, whey & yoghurt",2018-10,122036.08999999998,36523.781,39222.047000000006,2715.951
"022 Milk, cream, whey & yoghurt",2018-11,123253.15100000001,36706.586,47968.246999999996,1229.557
"022 Milk, cream, whey & yoghurt",2018-12,118805.56999999998,40600.885,29719.148999999998,809.321
"022 Milk, cream, whey & yoghurt",2019-01,114347.08300000003,28923.829,36782.717,676.591
"022 Milk, cream, whey & yoghurt",2019-02,117688.4,41719.843,32816.744,241.487
"022 Milk, cream, whey & yoghurt",2019-03,116026.73000000001,47718.73,34201.616,221.739
"022 Milk, cream, whey & yoghurt",2019-04,111649.4,36358.6,34833.009000000005,387.507
"022 Milk, cream, whey & yoghurt",2019-05,112306.00500000002,46967.09,41497.382999999994,289.543
"022 Milk, cream, whey & yoghurt",2019-06,126592.65100000006,52317.53,40007.09499999999,264.25
"022 Milk, cream, whey & yoghurt",2019-07,107275.81500000005,50998.44,48849.782999999996,433.201
"022 Milk, cream, whey & yoghurt",2020-01,114177.357,36331.201,55739.49900000001,508.702
"022 Milk, cream, whey & yoghurt",2020-02,104681.25700000001,28022.433,45777.978,189.638
"022 Milk, cream, whey & yoghurt",2020-03,147495.40899999996,38706.42,51001.408,147.839
"022 Milk, cream, whey & yoghurt",2020-04,141040.448,50902.386,47008.91999999999,447.132
"022 Milk, cream, whey & yoghurt",2020-05,106025.99900000001,43298.42,43348.33800000001,303.053
"022 Milk, cream, whey & yoghurt",2020-06,146996.99300000002,58884.61,55610.109000000004,551.492
"022 Milk, cream, whey & yoghurt",2020-07,102214.36600000001,46566.401,40410.087,834.53
"022 Milk, cream, whey & yoghurt",2020-08,127056.408,60090.58,43499.774000000005,1143.43
"022 Milk, cream, whey & yoghurt",2020-09,119952.746,60972.62,38146.156,557.392
"022 Milk, cream, whey & yoghurt",2020-10,130576.28099999999,58518.6,39527.172,1899.83
"022 Milk, cream, whey & yoghurt",2020-11,132668.047,54892.84,43220.55200000001,1284.05
"022 Milk, cream, whey & yoghurt",2020-12,136997.36800000002,59722.56,45771.717000000004,376.023
"022 Milk, cream, whey & yoghurt",2021-01,100605.17399999998,26910.7,40729.96100000001,1276.19
"022 Milk, cream, whey & yoghurt",2021-02,176976.459,89185.94,37935.885,962.923
023 Butter,2018-07,11025.511999999997,2241.282,15415.665,
023 Butter,2018-08,11800.826000000001,1718.088,22919.749,
023 Butter,2018-09,7279.197,1280.252,24646.422000000002,
023 Butter,2018-10,8918.146999999999,1394.526,30451.125,
023 Butter,2018-11,12385.441,1880.842,25638.476000000002,
023 Butter,2018-12,9748.433,1389.503,21547.965,
023 Butter,2019-01,9007.345000000001,,24700.974,
023 Butter,2019-02,11793.622999999998,496.884,22418.895,
023 Butter,2019-03,14283.201,1395.9,19653.909999999996,
023 Butter,2019-04,16600.578999999998,2184.31,18533.902,
023 Butter,2019-05,11267.104000000001,2226.64,23859.113999999994,
023 Butter,2019-06,9636.066,1387.56,16199.529999999999,
023 Butter,2019-07,12295.887,3076.3,25729.749000000003,
023 Butter,2020-01,4780.486,441.24,30809.824,
023 Butter,2020-02,5101.825,845.646,24576.743000000002,
023 Butter,2020-03,11753.179,395.092,29019.133999999995,
023 Butter,2020-04,6086.941999999999,1241.468,24653.587999999996,
023 Butter,2020-05,3782.8209999999995,1026.25,21203.579999999998,
023 Butter,2020-06,9917.180999999999,2431.81,25182.444,
023 Butter,2020-07,12487.954000000002,1918.161,19312.646999999997,
023 Butter,2020-08,10163.100999999999,1971.06,12320.405999999999,
023 Butter,2020-09,10464.764,1954.51,18666.034000000003,
023 Butter,2020-10,10172.517000000002,3992.69,26383.459999999995,
023 Butter,2020-11,9961.651000000002,1906.12,20361.266999999996,
023 Butter,2020-12,9028.023000000003,964.343,24798.727000000006,
023 Butter,2021-01,9589.179999999998,1509.09,19110.408,
023 Butter,2021-02,14400.847999999998,5425.98,22086.318999999996,
024 Cheese & curd,2018-07,72848.13299999997,6395.553,41836.155,
024 Cheese & curd,2018-08,73951.437,7391.46,57190.311,
024 Cheese & curd,2018-09,84761.23499999997,9290.878,41144.045999999995,
024 Cheese & curd,2018-10,84475.58400000002,10310.814,49002.494000000006,
024 Cheese & curd,2018-11,92201.36499999998,11306.133,60487.460999999996,
024 Cheese & curd,2018-12,106665.48899999997,12664.098,57369.94799999999,
024 Cheese & curd,2019-01,64180.554,5114.633,66366.649,
024 Cheese & curd,2019-02,75558.09500000003,9328.896,61226.40899999999,
024 Cheese & curd,2019-03,71209.109,8825.53,59183.388,
024 Cheese & curd,2019-04,87321.41700000003,8040.44,60618.03699999998,
024 Cheese & curd,2019-05,91164.643,8352.06,60006.081,
024 Cheese & curd,2019-06,84878.55799999999,7325.5,48116.18,
024 Cheese & curd,2019-07,71979.66000000003,6874.62,59952.54499999999,
024 Cheese & curd,2020-01,67710.661,7936.318,70466.196,
024 Cheese & curd,2020-02,76432.932,9459.133,59373.28300000001,
024 Cheese & curd,2020-03,86119.58699999997,4597.23,64829.52399999998,
024 Cheese & curd,2020-04,79013.26800000001,7419.736,69869.44699999999,
024 Cheese & curd,2020-05,87626.18399999998,10974.75,71799.40299999999,136.96
024 Cheese & curd,2020-06,94510.10399999999,13626.58,59871.848,
024 Cheese & curd,2020-07,65675.96100000001,6501.401,54353.49,
024 Cheese & curd,2020-08,64420.34000000001,7437.06,44625.04600000001,
024 Cheese & curd,2020-09,67638.684,7127.12,51295.69699999999,
024 Cheese & curd,2020-10,76624.64700000001,8563.18,62683.40599999998,
024 Cheese & curd,2020-11,71009.88799999999,7555.96,65284.64100000001,
024 Cheese & curd,2020-12,87779.46599999999,8796.61,66814.6,
024 Cheese & curd,2021-01,60243.67099999999,7007.69,61891.05000000001,
024 Cheese & curd,2021-02,74538.503,19578.83,55797.07899999999,
025 Birds' eggs,2018-07,597.111,,1608.1299999999999,216.59
025 Birds' eggs,2018-08,1308.18,,1411.7769999999998,477.746
025 Birds' eggs,2018-09,1862.509,,1588.3159999999998,109.951
025 Birds' eggs,2018-10,2149.0240000000003,,1546.093,206.376
025 Birds' eggs,2018-11,1671.815,,690.51,221.427
025 Birds' eggs,2018-12,1296.116,,895.356,125.95
025 Birds' eggs,2019-01,1185.7730000000001,,2261.427,363.505
025 Birds' eggs,2019-02,687.895,,383.514,134.496
025 Birds' eggs,2019-03,542.403,,1077.093,231.07
025 Birds' eggs,2019-04,527.435,,1596.103,406.595
025 Birds' eggs,2019-05,626.528,,2638.121,87.996
025 Birds' eggs,2019-06,581.783,,1074.88,198.709
025 Birds' eggs,2019-07,600.293,,795.76,152.605
025 Birds' eggs,2020-01,327.38,,1266.801,156.501
025 Birds' eggs,2020-02,587.6220000000001,,3634.4739999999997,150.264
025 Birds' eggs,2020-03,494.19500000000005,,1654.8899999999999,203.995
025 Birds' eggs,2020-04,989.4990000000001,,2226.961,582.419
025 Birds' eggs,2020-05,919.473,,2488.5699999999997,499.517
025 Birds' eggs,2020-06,877.468,,1176.7540000000001,181.765
025 Birds' eggs,2020-07,733.6370000000001,,2095.7329999999997,229.561
025 Birds' eggs,2020-08,268.193,,1506.2359999999999,425.174
025 Birds' eggs,2020-09,397.111,,659.7120000000001,291.869
025 Birds' eggs,2020-10,526.413,,1183.9230000000002,261.18
025 Birds' eggs,2020-11,351.303,,920.8789999999999,149.213
025 Birds' eggs,2020-12,510.06300000000005,,1228.5970000000002,357.326
025 Birds' eggs,2021-01,922.17,,920.3269999999999,184.804
025 Birds' eggs,2021-02,623.5649999999999,,1525.6439999999998,207.177
"034 Fish, f.c.f.",2018-07,70833.491,3278.866,37286.24799999999,2032.303
"034 Fish, f.c.f.",2018-08,93374.61800000003,14458.79,46413.715999999986,1345.235
"034 Fish, f.c.f.",2018-09,29958.165999999994,14768.609,40444.653000000006,2828.099
"034 Fish, f.c.f.",2018-10,24463.412,10621.273,49613.166,2117.972
"034 Fish, f.c.f.",2018-11,23097.69099999999,11821.872,49495.346999999994,2085.247
"034 Fish, f.c.f.",2018-12,29244.751999999993,18071.074,46108.03399999999,4029.597
"034 Fish, f.c.f.",2019-01,16168.215000000002,7648.566,46339.239,3804.733
"034 Fish, f.c.f.",2019-02,7127.2040000000015,189.298,45453.246,2525.366
"034 Fish, f.c.f.",2019-03,9869.998000000003,1233.2,44656.67999999999,1903.777
"034 Fish, f.c.f.",2019-04,11323.789999999997,803.277,44750.069,3326.115
"034 Fish, f.c.f.",2019-05,13149.362,472.06,42470.20599999999,3297.075
"034 Fish, f.c.f.",2019-06,24361.788000000008,2182.01,37463.03,3001.91
"034 Fish, f.c.f.",2019-07,89480.84899999999,2571.24,43629.42600000001,2801.237
"034 Fish, f.c.f.",2020-01,32250.475000000006,18981.434,50345.40900000001,4293.883
"034 Fish, f.c.f.",2020-02,20143.564000000002,5905.25,37139.74300000001,2724.175
"034 Fish, f.c.f.",2020-03,19779.614,5680.06,38573.517,1006.73
"034 Fish, f.c.f.",2020-04,24491.215999999997,8007.257,42928.12700000001,3462.023
"034 Fish, f.c.f.",2020-05,31695.809,15642.51,34385.723000000005,2418.62
"034 Fish, f.c.f.",2020-06,29118.687,6554.28,33118.574,3306.24
"034 Fish, f.c.f.",2020-07,45092.635,4941.476,38718.59500000001,3521.317
"034 Fish, f.c.f.",2020-08,130841.98099999999,8446.11,36494.75499999999,3017.49
"034 Fish, f.c.f.",2020-09,46838.673,18850.06,33975.661,3116.22
"034 Fish, f.c.f.",2020-10,40150.32000000001,9362.14,48181.26200000001,3647.44
"034 Fish, f.c.f.",2020-11,35364.008,10261.62,42899.27599999999,3941.21
"034 Fish, f.c.f.",2020-12,37892.233,10567.91,53897.54899999999,4954.89
"034 Fish, f.c.f.",2021-01,26811.328999999998,6908.84,46843.09399999999,3287.63
"034 Fish, f.c.f.",2021-02,23742.724000000002,4106.67,43160.623,4378.13
"035 Fish, salted or dried",2018-07,444.975,,7840.046000000001,55.755
"035 Fish, salted or dried",2018-08,257.84999999999997,,11098.098999999998,217.412
"035 Fish, salted or dried",2018-09,245.881,,6553.429999999999,16.979
"035 Fish, salted or dried",2018-10,1058.9809999999998,,13282.682999999997,122.453
"035 Fish, salted or dried",2018-11,765.1309999999999,,12446.473000000002,116.182
"035 Fish, salted or dried",2018-12,518.6990000000001,13.909,11521.325,297.901
"035 Fish, salted or dried",2019-01,288.055,,8439.525000000001,143.245
"035 Fish, salted or dried",2019-02,702.8340000000001,,8482.274000000003,35.755
"035 Fish, salted or dried",2019-03,81.09100000000001,,6485.347000000002,67.818
"035 Fish, salted or dried",2019-04,388.69200000000006,,8523.398999999998,113.223
"035 Fish, salted or dried",2019-05,376.96900000000005,,7997.214,93.549
"035 Fish, salted or dried",2019-06,463.358,,5995.838000000001,79.13
"035 Fish, salted or dried",2019-07,670.665,,8047.343000000001,173.582
"035 Fish, salted or dried",2020-01,88.774,,7858.885,192.167
"035 Fish, salted or dried",2020-02,297.807,,6823.439,10.111
"035 Fish, salted or dried",2020-03,386.412,,6461.206,69.9
"035 Fish, salted or dried",2020-04,122.533,,10274.492000000002,71.423
"035 Fish, salted or dried",2020-05,52.181,,9579.976,65.205
"035 Fish, salted or dried",2020-06,133.13,,8762.248,65.98
"035 Fish, salted or dried",2020-07,196.06799999999998,,7093.336,111.707
"035 Fish, salted or dried",2020-08,509.962,,9110.765,9.782
"035 Fish, salted or dried",2020-09,809.952,,5673.161,173.644
"035 Fish, salted or dried",2020-10,415.307,3.6,9678.026,205.182
"035 Fish, salted or dried",2020-11,508.161,,11512.526,60.178
"035 Fish, salted or dried",2020-12,147.93699999999998,,11953.238,112.217
"035 Fish, salted or dried",2021-01,182.438,,11747.278,18.237
"035 Fish, salted or dried",2021-02,123.18299999999999,,10171.804,47.672
"036 Crustaceans, f.c.f.",2018-07,43791.15799999999,30308.945,45334.746,17926.606
"036 Crustaceans, f.c.f.",2018-08,47430.314000000006,30866.802,44629.909999999996,15379.733
"036 Crustaceans, f.c.f.",2018-09,62379.11499999999,43464.326,48134.082,15157.919
"036 Crustaceans, f.c.f.",2018-10,80561.978,54205.258,55653.55100000001,17599.104
"036 Crustaceans, f.c.f.",2018-11,72075.992,49796.243,54889.914,18810.807
"036 Crustaceans, f.c.f.",2018-12,106026.50100000002,81251.269,48056.80699999999,16189.991
"036 Crustaceans, f.c.f.",2019-01,145210.83,127197.211,48840.08799999999,19247.089
"036 Crustaceans, f.c.f.",2019-02,124479.85,109111.08,41726.895000000004,17826.424
"036 Crustaceans, f.c.f.",2019-03,100255.40000000002,85831.18,27123.026000000005,4777.395
"036 Crustaceans, f.c.f.",2019-04,80414.74200000001,67157.12,43316.46300000001,16314.69
"036 Crustaceans, f.c.f.",2019-05,95938.491,78996.98,45764.46399999999,17506.811
"036 Crustaceans, f.c.f.",2019-06,63257.405999999995,43159.79,45180.48999999999,18463.634
"036 Crustaceans, f.c.f.",2019-07,59535.318,41987.44,47597.099,17490.18
"036 Crustaceans, f.c.f.",2020-01,139496.177,124260.259,38600.37499999999,14951.572
"036 Crustaceans, f.c.f.",2020-02,17259.128,4822.238,31551.292999999998,8976.929
"036 Crustaceans, f.c.f.",2020-03,27319.959,15043.83,35060.28700000001,6519.26
"036 Crustaceans, f.c.f.",2020-04,51536.36,42435.011,33269.258,12827.815
"036 Crustaceans, f.c.f.",2020-05,70438.384,58440.45,17755.227000000003,7242.36
"036 Crustaceans, f.c.f.",2020-06,47232.304,35024.88,29694.756,10084.13
"036 Crustaceans, f.c.f.",2020-07,56334.019,42144.788,27893.822,5899.747
"036 Crustaceans, f.c.f.",2020-08,46814.96800000001,29854.95,33122.441,7902.27
"036 Crustaceans, f.c.f.",2020-09,77768.797,63566.17,30549.104,8860.73
"036 Crustaceans, f.c.f.",2020-10,84151.001,59997.22,48985.17900000001,8510.76
"036 Crustaceans, f.c.f.",2020-11,33632.772999999994,9084.19,49961.346999999994,13083.74
"036 Crustaceans, f.c.f.",2020-12,43635.340000000004,9350.57,51549.21600000001,12400.83
"036 Crustaceans, f.c.f.",2021-01,39711.055,7006.16,42368.365,10465.18
"036 Crustaceans, f.c.f.",2021-02,45062.845,7393.71,45060.757000000005,13330.67
"037 Seafood, prepared or preserved",2018-07,6000.234999999999,,65523.258,8790.566
"037 Seafood, prepared or preserved",2018-08,5927.579,46.716,70355.677,6652.488
"037 Seafood, prepared or preserved",2018-09,4639.255,,70838.916,7760.178
"037 Seafood, prepared or preserved",2018-10,4693.911000000001,40,81769.617,9137.765
"037 Seafood, prepared or preserved",2018-11,6722.291,66.732,82133.727,10764.872
"037 Seafood, prepared or preserved",2018-12,7022.412,56.842,76742.828,8697.089
"037 Seafood, prepared or preserved",2019-01,4578.076,156.329,83037.32900000003,10904.356
"037 Seafood, prepared or preserved",2019-02,2892.371,32,65870.79299999999,9551.949
"037 Seafood, prepared or preserved",2019-03,5839.142,195,62744.247,4927.405
"037 Seafood, prepared or preserved",2019-04,3554.05,,63852.818000000014,9457.252
"037 Seafood, prepared or preserved",2019-05,6216.18,691.942,76411.426,10456.43
"037 Seafood, prepared or preserved",2019-06,8589.657,,62634.87100000001,9331.947
"037 Seafood, prepared or preserved",2019-07,3562.312,,70470.56900000002,9116.216
"037 Seafood, prepared or preserved",2020-01,3090.619,524.493,85134.95999999999,12058.163
"037 Seafood, prepared or preserved",2020-02,3290.3040000000005,,67873.47,5747.419
"037 Seafood, prepared or preserved",2020-03,3366.567,,69906.94499999999,4511.09
"037 Seafood, prepared or preserved",2020-04,3147.138,303.875,73970.59800000003,10194.081
"037 Seafood, prepared or preserved",2020-05,1939.4439999999997,,74903.371,9197.9
"037 Seafood, prepared or preserved",2020-06,2712.035,271.805,65250.359000000004,7647.62
"037 Seafood, prepared or preserved",2020-07,1210.007,,76552.634,9221.602
"037 Seafood, prepared or preserved",2020-08,1748.461,165.352,63182.20099999999,7913.84
"037 Seafood, prepared or preserved",2020-09,1772.2309999999998,308.46,68063.062,9098.08
"037 Seafood, prepared or preserved",2020-10,3618.3930000000005,83.438,68218.96699999998,10135.21
"037 Seafood, prepared or preserved",2020-11,5384.837999999999,22.008,68867.014,10082.6
"037 Seafood, prepared or preserved",2020-12,5401.217,116.432,77485.575,10991.61
"037 Seafood, prepared or preserved",2021-01,4484.087000000001,107.229,78045.109,9039.91
"037 Seafood, prepared or preserved",2021-02,2116.4779999999996,136.72,68404.99000000002,10257.41
041 Wheat,2018-07,450450.829,2720.952,115.583,
041 Wheat,2018-08,297345.49,3902.098,117.14000000000001,
041 Wheat,2018-09,320154.815,496.12,77.637,
041 Wheat,2018-10,157269.938,1770.646,82.491,
041 Wheat,2018-11,112446.88900000001,578.361,153.738,
041 Wheat,2018-12,286964.798,1491.316,78.446,
041 Wheat,2019-01,331266.06100000005,549.457,91.124,
041 Wheat,2019-02,319154.20099999994,40.477,246.52300000000002,6.486
041 Wheat,2019-03,371052.20399999997,2370.47,81.349,
041 Wheat,2019-04,313595.84800000006,7331.35,35.951,
041 Wheat,2019-05,474064.692,5491.57,165.444,
041 Wheat,2019-06,222979.83,5503.91,42412.590000000004,
041 Wheat,2019-07,255838.49,9046.87,21487.168999999998,
041 Wheat,2020-01,461511.219,37644.705,20115.318,
